#ClinGen Gene Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
TCN2	6948	22q12.2	chr22:31070574-31090856	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010149	
TCOF1	6949	5q32-q33.1	chr5:150894170-150936849	3	Sufficient evidence for dosage pathogenicity	9042910	12114482	15340364	8875242	22317976	25790162	0	No evidence available							2021-04-28	MONDO:0007944	
TCTN1	79600	12q24.11	chr12:110591718-110641126	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-23	MONDO:0013608	
TCTN2	79867	12q24.31	chr12:123669978-123707267	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013482	
TDGF1	6997	3p21.31	chr3:46590622-46598545	1	Little evidence for dosage pathogenicity	12073012						0	No evidence available							2011-12-27		
TDP1	55775	14q32.11	chr14:84179135-84268965	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011801	
TECPR2	9895	14q32.31	chr14:96598536-96738379	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014016	
TECTA	7007	11q23.3	chr11:121124974-121216595	30	Gene associated with autosomal recessive phenotype	12746400	28012541	21520338				0	No evidence available							2018-02-07	MONDO:0011351	
TEX26	122046	13q12.3	chr13:30154575-30197390	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-03		
TFAP2B	7021	6p12.3	chr6:50661474-50690369	3	Sufficient evidence for dosage pathogenicity	21643846	24507797	15684060	30579973	31292255		0	No evidence available							2023-04-11	MONDO:0008209	
TFR2	7036	7q22.1	chr7:101860497-101882861	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011417	
TGFBR1	7046	9q22.33	chr9:111275739-111325904	3	Sufficient evidence for dosage pathogenicity	21358634	29706644	33256177	25525159			0	No evidence available							2024-02-13	MONDO:0007566	
TGFBR2	7048	3p24.1	chr3:30609107-30696629	0	No evidence available	18781618	16928994					0	No evidence available							2024-06-26	MONDO:0012427	
TGIF1	7050	18p11.31	chr18:3570985-3619443	3	Sufficient evidence for dosage pathogenicity	16962354	12522553	22125506				0	No evidence available							2012-05-10	MONDO:0007734	
TGM1	7051	14q12	chr14:18447487-18462777	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009441	
TGM5	9333	15q15.2	chr15:41039883-41074220	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012345	
THRA	7067	17q21.1	chr17:40922175-40957752	0	No evidence available							0	No evidence available							2013-08-22		
TIGD6	81789	5q32	chr5:150529664-150537200	40	Dosage sensitivity unlikely	32487729	22344438	25807282	28406212	26940866	32461654	0	No evidence available							2021-02-03		
TIMM8A	1678	Xq22.1	chrX:99789782-99792863	3	Sufficient evidence for dosage pathogenicity	11405816	17471106	22736418	17851739	30634948	31903733	0	No evidence available							2021-03-24	MONDO:0010578	
TJP2	9414	9q21.11	chr9:81294639-81442547	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014381	
TLX3	30012	5q35.1	chr5:171849588-171852477	0	No evidence available							0	No evidence available							2018-09-25		
TMC6	11322	17q25.3	chr17:79001085-79026186	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009176	
TMC8	147138	17q25.3	chr17:79024549-79036746	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009176	
TMCO1	54499	1q24.1	chr1:165070669-165173926	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0031329	
TMEM127	55654	2q11.2	chr2:96755122-96772605	3	Sufficient evidence for dosage pathogenicity	21156949	20154675	28384794	23551308	25389632		0	No evidence available							2021-07-13	MONDO:0017366	
TMEM135	65084	11q14.2	chr11:86978726-87269939	0	No evidence available							0	No evidence available							2015-11-02		
TMEM178A	130733	2p22.1	chr2:39673975-39726960	0	No evidence available	28191890						0	No evidence available							2024-10-23		
TMEM231	79583	16q23.1	chr16:81584994-81604515	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0015369	
TMEM237	65062	2q33.1	chr2:202100837-202124222	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-04-08	MONDO:0013745	
TMEM43	79188	3p25.1	chr3:14126960-14145625	0	No evidence available							0	No evidence available							2015-11-08		
TMEM67	91147	8q22.1	chr8:94879829-94944262	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0015369	
TMLHE	55217	Xq28	chrX:153727254-153944304	1	Little evidence for dosage pathogenicity	21865298	22566635	23092983				0	No evidence available							2013-08-01		
TMPRSS3	64699	21q22.3	chr21:40761355-40785661	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010987	
TMPRSS6	164656	22q12.3	chr22:37525034-37569645	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008788	
TNFRSF11B	4982	8q24.12	chr8:120051990-120080310	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009394	
TNNI3	7137	19q13.42	chr19:58245731-58251832	1	Little evidence for dosage pathogenicity	18006163	28436080	27532257	26688388	18533079	29095814	0	No evidence available							2023-05-25	MONDO:0007270	
TNNT1	7138	19q13.42	chr19:58226372-58243170	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011539	
TNNT2	7139	1q32.1	chr1:200616817-200635573	0	No evidence available							0	No evidence available							2015-11-15		
TNRC6B	23112	22q13.1	chr22:40516380-40807210	3	Sufficient evidence for dosage pathogenicity	25284784	25363768	27479843				0	No evidence available							2019-06-26	MONDO:0100038	
TOP3B	8940	22q11.22	chr22:22370556-22396346	0	No evidence available							0	No evidence available							2022-07-13		
TP53	7157	17p13.1	chr17:7565929-7591642	3	Sufficient evidence for dosage pathogenicity	26014290	21056402	28369373	26681312	12584563		0	No evidence available							2021-11-10	MONDO:0018875	
TP63	8626	3q28	chr3:192448080-192713713	1	Little evidence for dosage pathogenicity	30850703	29130604	33622322	29500247	26117585	11462173	0	No evidence available							2023-05-10	MONDO:0016044	
TP73	7161	1p36.32	chr1:3162389-3247802	0	No evidence available							0	No evidence available							2012-07-06		
TPK1	27010	7q35	chr7:145632112-146017190	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013761	
TPM1	7168	15q22.2	chr15:60846460-60875760	0	No evidence available							0	No evidence available							2015-11-09		
TPO	7173	2p25.3	chr2:1375699-1549128	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010133	
TPRN	286262	9q34.3	chr9:149429280-149441864	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013215	
TPSD1	23430	16p13.3	chr16:1271747-1275049	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-03		
TRAPPC10	7109	21q22.3	chr21:42367933-42462167	0	No evidence available							0	No evidence available							2012-09-06		
TRAPPC2	6399	Xp22.2	chrX:13293642-13316067	3	Sufficient evidence for dosage pathogenicity	11252002	12919139	11349230				0	No evidence available							2014-01-16	MONDO:0010737	
TRAPPC9	83696	8q24.3	chr8:140847842-141578742	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-08-06	MONDO:0013173	
TRDN	10345	6q22.31	chr6:124404293-124824889	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014191	
TRHR	7201	8q23.1	chr8:110215119-110250098	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0032819	
TRIM2	23321	4q31.3	chr4:156476134-156663748	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014208	
TRIM32	22954	9q33.1	chr9:128880322-128894321	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009683	
TRIM37	4591	17q22	chr17:59850712-59975017	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009664	
TRIO	7204	5p15.2	chr5:14080499-14471192	3	Sufficient evidence for dosage pathogenicity	25533962	25363760	26721934				0	No evidence available							2018-01-24	MONDO:0014892	
TRIOBP	11078	22q13.1	chr22:38158316-38238088	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012355	
TRIP12	9320	2q36.3	chr2:230246527-230405927	3	Sufficient evidence for dosage pathogenicity	27848077	28251352					0	No evidence available							2018-04-02	MONDO:0030914	
TRIP4	9325	15q22.31	chr15:62197169-62264725	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-08-16	MONDO:0014806	
TRMT10A	93587	4q23	chr4:102861477-102878808	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0000208	
TRMU	55687	22q13.31	chr22:46815575-46842039	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013111	
TRPM1	4308	15q13.3	chr15:28795153-28955383	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013183	
TRPS1	7227	8q23.3	chr8:116535995-116936915	3	Sufficient evidence for dosage pathogenicity	31662300	21740822	11112658				0	No evidence available							2020-07-08	MONDO:0008596	
TRRAP	8295	7q22.1	chr7:100111265-100284157	1	Little evidence for dosage pathogenicity	28263302	23042115					0	No evidence available							2019-04-24	MONDO:0100038	
TSC1	7248	9q34.13	chr9:145103161-145158689	3	Sufficient evidence for dosage pathogenicity	32917966	23389244	17304050				0	No evidence available							2020-10-13	MONDO:0008612	
TSC2	7249	16p13.3	chr16:2067776-2109598	3	Sufficient evidence for dosage pathogenicity	31525612	10205261	29932062				0	No evidence available							2020-06-10	MONDO:0013199	
TSEN2	80746	3p25.2	chr3:12482227-12539350	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012890	
TSEN54	283989	17q25.1	chr17:76409310-76418101	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020135	
TSPAN7	7102	Xp11.4	chrX:37965162-38092518	1	Little evidence for dosage pathogenicity	12070254	10655063	26350204				0	No evidence available							2022-06-22	MONDO:0100284	
TSPEAR	54084	21q22.3	chr21:42858376-43072006	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013929	
TTC19	54902	17p12	chr17:15902000-15947228	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014063	
TTC21B	79809	2q24.3	chr2:166314979-166411396	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013442	
TTC37	9652	5q15	chr5:95962694-96055916	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024541	
TTC7A	57217	2p21	chr2:46920931-47080934	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009465	
TTC8	123016	14q31.3	chr14:83047758-83104681	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014436	
TTLL5	23093	14q24.3	chr14:69842743-70164265	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014372	
TTN	7273	2q31.2	chr2:179008783-179313868	3	Sufficient evidence for dosage pathogenicity	22335739	23418287	31489791	24503780	28045975	25589632	0	No evidence available							2021-08-02	MONDO:0011400	
TUBA1A	7846	12q13.12	chr12:49146868-49151264	0	No evidence available							0	No evidence available							2016-04-14		
TUBB3	10381	16q24.3	chr16:96007637-96025002	0	No evidence available							0	No evidence available							2017-08-30		
TUBB4A	10382	19p13.3	chr19:6483817-6492345	0	No evidence available							0	No evidence available							2014-11-19		
TUBGCP6	85378	22q13.33	chr22:50724651-50752025	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009624	
TUFM	7284	16p11.2	chr16:29122980-29126917	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012534	
TUSC3	7991	8p22	chr8:15683277-16032936	30	Gene associated with autosomal recessive phenotype	18452889	21513506	23825019	25626710	27148795		Not yet evaluated	Not yet evaluated							2021-12-01	MONDO:0001071	
TWIST1	7291	7p21.1	chr7:19150980-19247572	3	Sufficient evidence for dosage pathogenicity	16251895	15923834	22544111				0	No evidence available							2020-12-16	MONDO:0007042	
TWIST2	117581	2q37.3	chr2:239338671-239402179	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009203	
TYMP	1890	22q13.33	chr22:51036317-51040593	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011283	
TYROBP	7305	19q13.12	chr19:38450166-38454060	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0020749	
TYRP1	7306	9p23	chr9:12694779-12719618	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008747	
UBE2A	7319	Xq24	chrX:117952249-117968801	3	Sufficient evidence for dosage pathogenicity	16909393	23685073	24053514				0	No evidence available							2019-05-22	MONDO:0010461	
UBE2T	29089	1q32.1	chr1:201593773-201604092	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-09-01	MONDO:0014638	
UBE3A	7337	15q11.2	chr15:23070379-23175677	3	Sufficient evidence for dosage pathogenicity	20034088	19213023	8988172				0	No evidence available							2012-08-23	MONDO:0007113	
UBE3B	89910	12q24.11	chr12:109452311-109511613	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009485	
UBN2	254048	7q34	chr7:140543643-140621523	1	Little evidence for dosage pathogenicity	25363768	28263302	25363760	31674007			0	No evidence available							2024-07-24	MONDO:0005258	
UBR1	197131	15q15.2	chr15:40750009-40913401	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009479	
UNC93A	54346	6q27	chr6:168653818-168698649	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-03		
UPB1	51733	22q11.23	chr22:24955724-24989995	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013164	
UPF2	26019	10p14	chr10:11931338-12054461	0	No evidence available							0	No evidence available							2019-02-13		
UPF3B	65109	Xq24	chrX:118180438-118228119	3	Sufficient evidence for dosage pathogenicity	19238151	20479756	17704778	22957832	31737052	22609145	0	No evidence available							2021-02-09	MONDO:0010398	
